EmployeeID,Age,Gender,Department,JobRole,MonthlyIncome,SalaryBand,TotalWorkingYears,YearsAtCompany,YearsInRole,NumCompaniesWorked,TrainingTimesLastYear,PromotionsLast5Years,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,OverTime,MaritalStatus,DistanceFromHome,Education,StockOptionLevel,Attrition
E202569,53,Male,HR,Research Scientist,41346,Medium,10,2,2,6,9,0,1,1,3,3,No,Divorced,57,Master,1,Yes
E202570,25,Female,IT,Laboratory Technician,30619,Low,37,7,10,6,4,1,2,2,1,2,No,Married,44,Below College,2,No
E202571,25,Female,R&D,Developer,125454,Low,33,0,3,6,3,1,3,3,4,2,Yes,Divorced,16,Master,1,No
E202572,53,Female,Sales,Developer,21766,Low,16,17,14,0,9,1,1,3,3,1,Yes,Single,58,Below College,1,No
E202573,20,Female,Finance,Finance Analyst,23549,Low,2,14,1,4,5,0,3,2,3,2,No,Divorced,20,Below College,2,Yes
E202574,29,Female,HR,Human Resources,38693,Medium,33,19,14,0,6,0,4,2,4,3,No,Married,51,Bachelor,0,No
E202575,40,Male,Sales,Finance Analyst,82019,High,21,16,0,6,6,0,2,1,1,3,Yes,Single,25,Bachelor,1,No
E202576,24,Female,IT,Sales Executive,117458,Medium,28,10,1,7,7,1,1,4,2,1,No,Married,7,College,1,Yes
E202577,21,Female,HR,Manager,145284,High,28,12,6,6,4,0,3,3,4,1,Yes,Married,25,Below College,2,No
E202578,41,Female,R&D,Data Analyst,127938,Low,4,19,9,0,6,1,2,1,2,1,Yes,Married,36,Below College,2,Yes
E202579,21,Male,HR,Manager,147673,High,9,9,4,2,3,0,2,2,4,3,Yes,Divorced,51,Below College,2,Yes
E202580,29,Female,HR,Sales Executive,120280,Low,9,12,8,9,8,1,3,4,4,3,No,Divorced,10,Bachelor,1,Yes
E202581,53,Male,R&D,Developer,68328,Medium,8,16,2,2,4,0,1,4,3,4,Yes,Married,40,Below College,0,Yes
E202582,35,Male,Marketing,Manager,97701,Medium,20,0,1,6,2,0,3,3,4,2,Yes,Married,16,College,0,Yes
E202583,58,Female,R&D,Research Scientist,109100,High,12,19,14,3,4,1,2,4,1,1,No,Married,4,Doctor,0,No
E202584,41,Female,HR,Finance Analyst,120794,Low,9,15,3,2,8,1,3,2,1,2,Yes,Married,10,College,1,No
E202585,31,Female,R&D,Data Analyst,45301,Low,37,15,1,5,7,0,4,2,4,2,Yes,Divorced,51,Doctor,2,Yes
E202586,43,Male,Marketing,Laboratory Technician,64763,High,10,2,10,9,0,0,2,2,3,4,No,Divorced,48,Bachelor,0,Yes
E202587,59,Male,Sales,Research Scientist,40765,Low,3,1,6,5,4,1,1,1,3,3,No,Married,31,Master,0,No
E202588,57,Male,R&D,Manager,64787,Low,30,5,9,9,5,0,4,2,2,2,No,Divorced,12,Bachelor,0,No
E202589,29,Male,R&D,Team Lead,140675,Low,33,10,5,4,9,0,3,1,4,1,No,Single,20,Master,1,Yes
E202590,54,Male,HR,Developer,27425,Medium,34,2,7,5,1,1,1,2,2,1,No,Divorced,32,Doctor,2,No
E202591,51,Male,Sales,Developer,32857,Medium,38,0,12,2,5,1,4,2,3,3,No,Married,2,Master,2,Yes
E202592,26,Female,Finance,Team Lead,72771,Medium,38,10,4,9,8,0,3,4,1,3,No,Divorced,11,Doctor,2,Yes
E202593,40,Female,Finance,Manager,112999,Low,32,12,1,4,3,1,4,3,3,3,No,Single,20,Master,2,No
E202594,39,Male,IT,Developer,42444,Medium,7,4,12,8,2,0,2,2,1,1,No,Single,23,Doctor,0,Yes
E202595,45,Female,R&D,Human Resources,148489,Low,31,17,3,3,8,0,1,4,2,3,No,Divorced,13,Master,2,Yes
E202596,23,Female,R&D,Developer,61457,Low,32,14,0,1,1,1,4,4,3,4,No,Single,35,Doctor,0,No
E202597,41,Male,Sales,Data Analyst,122280,High,7,17,1,4,8,0,2,3,1,4,No,Single,17,College,1,No
E202598,34,Male,Marketing,Human Resources,99741,Low,13,14,3,2,9,0,3,4,2,1,No,Divorced,10,Below College,1,No
E202599,59,Female,Finance,Sales Executive,20704,Medium,33,19,5,2,1,0,2,4,3,4,No,Divorced,40,College,1,Yes
E202600,40,Male,IT,Sales Executive,25452,Medium,7,19,3,3,9,0,3,3,4,2,Yes,Divorced,38,Bachelor,2,No
E202601,34,Male,Sales,Human Resources,131153,Low,6,19,3,3,2,0,1,1,3,3,No,Married,14,Master,2,Yes
E202602,41,Female,R&D,Research Scientist,58862,Medium,12,6,13,4,6,1,2,3,2,4,No,Married,19,Doctor,0,Yes
E202603,47,Male,Finance,Research Scientist,81471,Low,20,16,10,6,1,1,2,3,3,3,Yes,Single,32,College,2,Yes
E202604,33,Female,IT,Data Analyst,89217,High,31,7,9,3,0,0,3,2,2,4,Yes,Single,56,College,1,Yes
E202605,46,Female,HR,Finance Analyst,106058,Low,10,12,9,6,8,0,4,2,1,3,Yes,Divorced,54,Doctor,2,No
E202606,59,Female,Finance,Manager,38300,Low,13,15,1,8,5,1,3,1,3,1,No,Single,33,Master,0,Yes
E202607,47,Female,IT,Human Resources,29566,High,10,9,8,2,8,0,4,3,2,2,Yes,Divorced,57,Bachelor,1,No
E202608,45,Female,Sales,Team Lead,27501,Medium,1,13,11,4,2,1,3,3,2,3,No,Married,43,Bachelor,1,No
E202609,21,Male,HR,Laboratory Technician,21845,High,33,5,9,3,2,1,1,1,4,2,No,Divorced,25,Bachelor,0,No
E202610,44,Male,IT,Manager,139342,High,16,19,7,8,9,1,4,2,1,3,Yes,Single,25,Doctor,1,No
E202611,22,Male,IT,Data Analyst,59181,Low,13,6,7,4,2,0,2,3,4,1,Yes,Divorced,14,College,0,No
E202612,27,Male,R&D,Human Resources,77263,Low,24,5,4,9,1,0,4,1,4,2,Yes,Divorced,45,Bachelor,0,No
E202613,52,Female,Marketing,Sales Executive,126294,High,26,16,2,1,5,0,3,2,3,4,No,Divorced,44,College,2,No
E202614,54,Female,Finance,Manager,127932,Medium,7,7,5,9,2,0,3,4,2,2,Yes,Single,54,Bachelor,1,No
E202615,25,Male,R&D,Research Scientist,98766,High,16,11,13,0,4,1,4,1,2,3,Yes,Divorced,38,Bachelor,2,No
E202616,58,Female,HR,Team Lead,83038,Medium,4,3,8,6,4,0,2,1,2,2,Yes,Divorced,36,Master,2,Yes
E202617,42,Male,Marketing,Manager,137778,High,11,9,7,0,9,0,1,3,3,1,Yes,Single,24,Doctor,0,No
E202618,44,Male,IT,Laboratory Technician,103290,High,37,5,6,7,2,0,2,4,3,2,Yes,Married,41,Master,0,Yes
E202619,38,Male,R&D,Data Analyst,136616,Medium,17,6,13,8,2,1,4,2,1,2,Yes,Married,39,College,2,Yes
E202620,24,Female,Marketing,Data Analyst,54404,High,25,7,10,6,0,0,3,4,4,2,Yes,Single,39,College,0,Yes
E202621,30,Female,Finance,Data Analyst,42564,Low,30,2,14,8,5,1,2,3,1,4,Yes,Married,13,Doctor,1,No
E202622,31,Female,HR,Data Analyst,117898,High,36,7,7,9,2,0,3,3,1,2,No,Divorced,2,Bachelor,1,No
E202623,29,Female,Sales,Laboratory Technician,77435,Low,5,14,3,5,0,0,3,2,3,3,Yes,Single,34,Doctor,2,Yes
E202624,27,Male,R&D,Data Analyst,38227,Medium,14,0,5,6,9,0,2,2,2,3,No,Divorced,15,Bachelor,1,No
E202625,43,Female,HR,Team Lead,110296,Medium,25,12,14,2,8,0,4,2,3,2,Yes,Divorced,58,Below College,2,Yes
E202626,47,Female,Sales,Finance Analyst,147703,Low,11,17,14,8,0,0,2,3,3,2,No,Single,48,Below College,1,No
E202627,55,Female,R&D,Sales Executive,115259,High,13,14,13,2,4,1,1,2,3,4,No,Divorced,59,Doctor,0,No
E202628,56,Male,HR,Team Lead,144451,Low,0,6,4,5,4,0,3,2,1,1,No,Single,2,Below College,1,Yes
E202629,40,Male,HR,Data Analyst,67475,Low,16,14,11,3,1,1,3,2,2,3,Yes,Divorced,52,Below College,0,No
E202630,27,Female,Marketing,Human Resources,37215,Medium,32,2,1,8,0,0,4,1,3,4,No,Married,25,College,2,No
E202631,28,Female,R&D,Research Scientist,147320,Low,28,13,7,0,5,0,3,2,1,3,No,Divorced,5,Bachelor,1,Yes
E202632,34,Female,HR,Finance Analyst,91074,High,30,19,2,8,6,1,3,3,3,3,Yes,Divorced,34,Below College,0,Yes
E202633,59,Female,IT,Sales Executive,41699,Low,7,3,13,3,8,0,3,1,4,2,Yes,Single,52,Master,0,No
E202634,37,Male,R&D,Research Scientist,128621,Medium,29,3,4,9,7,1,2,3,2,3,No,Married,39,College,2,No
E202635,39,Female,HR,Team Lead,32454,High,12,2,7,4,9,1,3,4,1,1,Yes,Divorced,5,Bachelor,2,Yes
E202636,25,Female,Marketing,Laboratory Technician,68217,Medium,15,4,10,0,2,0,2,1,4,1,Yes,Divorced,43,College,1,Yes
E202637,31,Female,Sales,Laboratory Technician,126759,Low,1,10,14,0,8,0,4,2,3,1,Yes,Married,8,Master,1,Yes
E202638,21,Male,Sales,Research Scientist,148471,Low,17,7,8,5,0,0,1,1,4,4,No,Married,49,Bachelor,1,Yes
E202639,26,Male,IT,Human Resources,41711,Medium,34,1,12,9,5,0,3,3,4,1,No,Married,14,Doctor,0,No
E202640,35,Female,R&D,Research Scientist,35059,Medium,18,15,14,0,9,0,1,1,1,1,Yes,Married,29,Doctor,2,Yes
E202641,22,Female,Marketing,Team Lead,68398,High,12,9,8,1,1,1,2,4,2,3,No,Married,30,College,1,Yes
E202642,22,Female,HR,Research Scientist,21286,Medium,3,17,13,2,9,1,4,2,2,4,Yes,Divorced,37,Doctor,1,Yes
E202643,46,Female,HR,Sales Executive,54297,Medium,18,6,4,6,8,0,4,2,1,2,Yes,Married,4,Bachelor,0,No
E202644,59,Female,Sales,Human Resources,128304,Low,24,4,1,1,8,0,2,4,3,4,Yes,Married,35,Master,1,Yes
E202645,57,Male,Marketing,Developer,124959,Low,37,6,6,4,7,1,1,3,4,4,Yes,Divorced,7,Master,0,No
E202646,52,Male,IT,Manager,120181,Medium,30,5,10,8,6,1,3,1,2,2,Yes,Single,26,Doctor,0,Yes
E202647,47,Male,Sales,Developer,128245,Medium,35,0,10,9,5,1,2,3,2,2,No,Divorced,32,Below College,2,No
E202648,20,Female,Sales,Research Scientist,46485,Low,3,10,6,7,1,0,2,3,4,2,Yes,Single,43,Below College,0,Yes
E202649,27,Male,IT,Laboratory Technician,79967,High,38,12,14,7,3,0,2,3,3,3,No,Married,33,Below College,2,No
E202650,56,Male,R&D,Developer,117803,High,6,11,11,1,9,1,2,2,4,3,Yes,Single,54,Doctor,0,No
E202651,51,Male,HR,Data Analyst,149745,High,15,0,12,0,6,1,2,1,1,3,Yes,Divorced,24,Doctor,2,Yes
E202652,56,Female,R&D,Team Lead,74583,High,4,14,7,8,5,0,4,2,1,1,No,Single,50,Doctor,0,Yes
E202653,23,Female,Marketing,Developer,144077,Low,22,0,7,9,8,1,2,2,3,2,No,Single,54,Bachelor,1,No
E202654,49,Male,Finance,Finance Analyst,71630,Medium,35,2,4,3,4,0,4,2,2,3,No,Single,59,Below College,2,Yes
E202655,25,Female,Finance,Human Resources,131359,High,31,14,14,8,5,1,1,1,2,3,No,Married,1,College,2,Yes
E202656,38,Male,Finance,Team Lead,47086,Low,23,8,0,6,9,0,3,4,3,4,Yes,Divorced,29,Bachelor,0,No
E202657,51,Male,IT,Laboratory Technician,36484,Medium,24,13,12,5,5,1,4,2,3,3,Yes,Single,48,Bachelor,1,Yes
E202658,28,Male,Sales,Developer,88623,High,27,7,10,9,7,1,3,2,1,2,No,Married,45,Doctor,1,Yes
E202659,31,Male,R&D,Human Resources,124132,Medium,18,3,12,8,7,1,3,2,1,2,No,Divorced,38,Doctor,2,Yes
E202660,30,Female,HR,Manager,142113,High,6,19,3,9,5,1,3,1,3,1,No,Divorced,38,Bachelor,1,Yes
E202661,35,Female,Finance,Human Resources,79263,Medium,16,19,3,3,7,0,4,1,2,1,No,Divorced,21,Doctor,1,No
E202662,20,Female,R&D,Human Resources,38675,High,1,5,14,0,6,1,4,3,4,4,No,Divorced,23,Below College,0,No
E202663,40,Female,Finance,Team Lead,140155,High,15,0,10,4,0,0,4,2,4,1,No,Married,46,Bachelor,1,No
E202664,49,Male,Finance,Manager,80664,Medium,38,17,2,5,4,1,1,2,4,2,No,Divorced,5,Bachelor,1,No
E202665,32,Female,HR,Human Resources,44680,Medium,17,5,7,5,9,1,4,1,1,1,No,Single,30,Bachelor,1,Yes
E202666,53,Male,Marketing,Finance Analyst,37077,Medium,38,13,2,0,9,0,1,1,3,1,Yes,Divorced,40,Doctor,1,No
E202667,23,Female,Marketing,Developer,140474,Low,0,10,12,6,9,1,4,2,2,3,Yes,Divorced,18,Bachelor,0,Yes
E202668,47,Female,Marketing,Developer,58174,Low,2,16,4,7,4,1,4,4,1,2,No,Married,6,College,0,Yes
E202669,57,Female,IT,Finance Analyst,96968,Medium,20,8,1,4,9,0,3,3,3,4,Yes,Single,5,College,1,No
E202670,50,Male,Sales,Developer,23491,Low,29,6,5,1,8,1,2,3,3,1,No,Single,42,Below College,0,Yes
E202671,46,Male,IT,Human Resources,66126,High,10,13,14,1,6,1,3,2,4,1,Yes,Married,18,Bachelor,2,No
E202672,24,Male,R&D,Human Resources,131658,Medium,21,16,5,4,6,1,4,3,4,4,No,Married,59,Bachelor,0,Yes
E202673,44,Male,IT,Team Lead,23392,Low,24,7,7,6,9,0,2,3,2,4,Yes,Single,13,Doctor,0,Yes
E202674,22,Female,R&D,Data Analyst,82257,Medium,2,15,7,6,1,1,2,2,2,2,No,Single,55,Master,0,No
E202675,52,Male,R&D,Laboratory Technician,87804,High,29,11,0,3,7,0,1,3,4,4,Yes,Divorced,20,Master,2,Yes
E202676,23,Male,Sales,Laboratory Technician,58400,High,23,11,4,2,2,0,2,1,4,1,Yes,Married,38,Bachelor,2,Yes
E202677,44,Female,HR,Human Resources,56551,Low,35,4,1,8,8,0,1,2,3,2,No,Single,21,Below College,2,No
E202678,39,Female,Sales,Research Scientist,48088,High,22,4,9,6,5,0,3,1,2,2,Yes,Single,4,College,0,No
E202679,53,Male,Marketing,Data Analyst,100015,Medium,7,13,11,1,8,1,1,2,3,4,Yes,Married,13,Bachelor,2,Yes
E202680,45,Female,Marketing,Finance Analyst,45465,Low,3,5,4,0,8,1,4,1,2,2,Yes,Married,18,Bachelor,2,No
E202681,24,Male,IT,Human Resources,68155,Medium,38,6,9,1,6,0,2,3,2,1,Yes,Single,13,Below College,0,Yes
E202682,54,Female,R&D,Research Scientist,107893,Medium,30,16,11,2,9,1,4,4,1,1,No,Married,13,Below College,1,No
E202683,47,Male,Finance,Human Resources,25969,Medium,28,8,8,4,7,1,2,1,4,1,No,Single,39,Master,0,No
E202684,48,Male,Finance,Research Scientist,28981,High,35,12,3,2,1,1,2,1,1,2,No,Single,37,Bachelor,0,Yes
E202685,28,Male,R&D,Human Resources,41032,Medium,12,8,7,9,4,1,3,4,2,4,Yes,Divorced,35,Bachelor,0,No
E202686,57,Male,Sales,Manager,74091,High,8,15,0,8,2,1,1,4,3,1,No,Divorced,38,Doctor,1,Yes
E202687,25,Male,HR,Developer,127154,Medium,20,3,7,9,0,1,3,1,2,3,Yes,Married,40,College,0,No
E202688,38,Female,Sales,Laboratory Technician,44408,High,2,1,5,3,5,0,1,1,1,4,Yes,Married,27,Doctor,0,Yes
E202689,30,Male,R&D,Laboratory Technician,44241,High,24,12,7,6,8,1,3,1,4,2,Yes,Single,58,Doctor,1,Yes
E202690,21,Male,R&D,Data Analyst,67940,High,24,12,5,3,1,0,3,2,3,1,No,Divorced,26,College,0,No
E202691,28,Male,HR,Sales Executive,102938,Medium,11,18,10,2,8,1,2,1,2,2,No,Married,12,Bachelor,0,No
E202692,40,Male,IT,Laboratory Technician,71105,Medium,28,11,2,9,7,0,3,1,2,1,Yes,Single,2,Master,0,Yes
E202693,43,Male,IT,Sales Executive,111302,High,10,3,14,0,8,1,3,4,4,2,Yes,Divorced,43,College,1,No
E202694,53,Female,HR,Manager,81050,Medium,10,9,11,8,4,0,1,4,2,3,No,Single,58,Below College,0,Yes
E202695,41,Female,IT,Research Scientist,23657,High,25,15,14,0,1,0,3,2,2,2,Yes,Divorced,20,Bachelor,1,Yes
E202696,22,Male,Finance,Data Analyst,41230,Medium,13,18,10,0,9,1,2,2,4,2,Yes,Single,35,College,1,Yes
E202697,31,Female,IT,Developer,38680,High,15,7,7,0,9,1,3,3,1,2,No,Divorced,55,College,2,No
E202698,47,Male,IT,Finance Analyst,102694,High,9,5,4,4,5,0,4,1,1,1,No,Single,10,College,0,No
E202699,49,Female,IT,Sales Executive,104731,Low,30,3,11,6,6,1,4,1,1,4,Yes,Single,8,Master,0,Yes
E202700,45,Female,Finance,Developer,62340,Medium,30,6,9,6,2,1,1,4,1,2,No,Married,40,Doctor,2,No
E202701,40,Male,IT,Data Analyst,55950,Medium,35,13,4,9,5,1,1,3,3,4,Yes,Divorced,46,Doctor,2,No
E202702,47,Female,Marketing,Data Analyst,98515,Low,9,12,14,0,5,1,4,1,3,1,Yes,Divorced,36,College,0,No
E202703,45,Female,Finance,Laboratory Technician,27867,High,25,4,11,5,7,0,3,3,4,2,No,Married,31,College,0,Yes
E202704,52,Male,HR,Developer,100691,High,19,8,6,8,0,1,3,2,4,1,Yes,Married,15,Doctor,2,Yes
E202705,40,Male,Sales,Human Resources,98542,Low,8,2,5,5,3,1,1,1,4,4,No,Single,42,Master,0,No
E202706,54,Female,HR,Team Lead,24329,Low,14,9,8,3,0,1,2,1,3,1,No,Divorced,18,Bachelor,0,Yes
E202707,53,Female,Sales,Data Analyst,108087,High,8,14,6,9,7,1,3,2,2,1,No,Single,54,Doctor,0,Yes
E202708,37,Female,HR,Sales Executive,55865,Medium,6,19,2,8,1,0,4,1,3,4,Yes,Single,15,College,2,Yes
E202709,30,Male,Marketing,Finance Analyst,86940,Low,25,16,10,2,7,1,2,2,1,1,No,Single,19,Master,2,No
E202710,42,Female,Sales,Finance Analyst,146681,Low,23,5,10,9,2,1,2,2,1,4,Yes,Married,24,Master,1,Yes
E202711,41,Female,Sales,Manager,57869,Low,11,2,11,3,7,1,3,3,2,4,Yes,Divorced,35,College,1,Yes
E202712,36,Female,R&D,Manager,86905,Low,19,17,4,3,5,0,2,4,4,2,No,Married,2,Below College,0,No
E202713,24,Male,Sales,Laboratory Technician,140185,Low,13,4,8,3,0,1,1,4,3,2,Yes,Married,13,Master,0,No
E202714,30,Male,Sales,Human Resources,124969,Low,21,12,10,5,6,0,2,2,2,1,No,Divorced,45,Doctor,1,Yes
E202715,49,Male,R&D,Laboratory Technician,103984,High,15,0,12,6,6,1,1,3,2,1,No,Divorced,57,Below College,1,No
E202716,34,Male,IT,Finance Analyst,145172,High,28,16,14,8,5,1,3,2,3,1,No,Married,9,Bachelor,1,Yes
E202717,46,Female,IT,Research Scientist,121069,Low,31,2,9,2,0,0,2,3,2,3,Yes,Married,57,Doctor,0,No
E202718,54,Male,R&D,Finance Analyst,137505,High,18,18,13,7,4,0,4,3,4,3,No,Married,35,College,0,Yes
E202719,52,Female,Finance,Data Analyst,109711,Medium,34,19,1,7,0,1,4,4,3,2,No,Divorced,2,Below College,1,No
E202720,39,Female,Sales,Developer,86252,Medium,31,11,0,0,0,1,1,4,3,4,No,Divorced,46,Doctor,2,Yes
E202721,35,Female,Sales,Developer,99386,Low,19,7,10,4,5,1,1,3,2,3,Yes,Single,16,Master,1,Yes
E202722,53,Female,R&D,Data Analyst,138728,Medium,39,7,7,9,7,1,3,4,4,3,Yes,Divorced,46,College,2,Yes
E202723,21,Male,R&D,Data Analyst,21711,Medium,19,14,7,4,0,1,2,3,4,4,No,Married,36,Below College,2,Yes
E202724,54,Male,Finance,Finance Analyst,45801,High,7,10,1,7,1,0,1,1,1,1,No,Divorced,2,Master,0,No
E202725,59,Male,Marketing,Developer,107287,High,34,19,13,7,4,1,1,2,3,1,No,Divorced,16,College,2,Yes
E202726,47,Male,IT,Developer,124565,High,12,0,12,1,7,0,3,4,1,3,Yes,Divorced,8,College,2,Yes
E202727,58,Male,HR,Developer,134696,High,5,15,7,2,3,0,2,2,4,3,Yes,Married,58,Below College,1,No
E202728,25,Female,Marketing,Data Analyst,110709,Medium,15,13,4,1,4,1,2,4,4,4,Yes,Single,1,Below College,1,No
E202729,28,Male,IT,Manager,73270,Low,4,6,1,0,9,1,1,2,1,4,No,Single,18,Below College,2,Yes
E202730,39,Male,Sales,Human Resources,91622,High,33,5,6,1,4,0,2,2,3,3,Yes,Married,54,Doctor,1,No
E202731,20,Male,Marketing,Research Scientist,75535,Medium,5,3,6,9,2,0,2,4,1,4,No,Married,41,College,1,Yes
E202732,27,Male,R&D,Data Analyst,144488,High,32,7,2,5,5,1,2,4,4,1,Yes,Single,26,Bachelor,1,No
E202733,42,Female,Finance,Developer,132666,Medium,14,18,13,0,4,0,4,4,4,2,No,Married,44,Master,1,No
E202734,22,Female,IT,Sales Executive,96759,High,14,2,0,5,1,0,2,4,2,3,Yes,Divorced,5,Below College,2,Yes
E202735,23,Female,Finance,Finance Analyst,36220,Low,13,3,10,0,9,0,4,3,2,2,Yes,Divorced,21,College,2,Yes
E202736,44,Female,IT,Finance Analyst,33392,High,38,12,3,1,3,1,2,4,1,4,Yes,Single,35,Master,2,Yes
E202737,57,Female,Marketing,Human Resources,105587,Low,4,1,1,7,3,1,2,4,2,2,Yes,Divorced,40,Bachelor,2,Yes
E202738,34,Male,Sales,Data Analyst,22246,High,25,10,3,5,6,0,2,4,4,3,No,Single,28,Master,2,Yes
E202739,40,Female,HR,Human Resources,40010,High,16,15,7,8,6,0,1,1,3,4,No,Married,54,Bachelor,0,No
E202740,54,Female,Finance,Manager,146951,High,15,9,1,0,8,1,1,2,3,2,No,Single,26,Below College,1,No
E202741,33,Female,Finance,Team Lead,88358,Medium,34,14,0,4,9,1,4,4,1,1,Yes,Single,32,Doctor,0,No
E202742,55,Male,HR,Laboratory Technician,110203,Medium,37,9,10,6,1,0,2,4,2,3,No,Divorced,48,Bachelor,2,No
E202743,31,Male,Finance,Sales Executive,37234,Low,22,1,13,8,5,1,4,2,1,3,Yes,Single,50,Below College,1,Yes
E202744,36,Female,Finance,Laboratory Technician,116190,Low,12,5,14,8,1,1,2,2,2,3,Yes,Single,44,Master,2,No
E202745,58,Male,IT,Team Lead,135795,Medium,32,13,14,3,8,1,3,3,3,3,Yes,Single,44,Master,0,No
E202746,28,Male,IT,Sales Executive,69451,Low,28,1,2,3,1,1,4,2,2,4,No,Married,21,Master,2,No
E202747,54,Female,HR,Laboratory Technician,142790,Low,33,9,9,3,5,1,1,2,2,1,Yes,Divorced,4,Doctor,1,No
E202748,32,Male,Sales,Sales Executive,145223,Medium,33,16,6,2,7,0,3,1,1,1,Yes,Divorced,59,College,2,Yes
E202749,34,Male,Marketing,Human Resources,149670,Medium,26,7,12,7,5,0,1,3,3,2,Yes,Single,42,Bachelor,2,Yes
E202750,37,Male,Marketing,Research Scientist,95205,Medium,14,15,11,4,2,1,3,1,2,3,Yes,Single,41,College,1,No
E202751,52,Female,Finance,Sales Executive,41784,Medium,8,13,5,6,4,1,3,2,3,3,No,Married,36,Master,0,No
E202752,25,Female,Sales,Team Lead,49672,High,25,9,5,9,3,1,3,4,2,2,No,Divorced,24,Doctor,0,No
E202753,46,Female,HR,Human Resources,21082,Medium,2,12,6,5,0,1,4,3,3,4,No,Divorced,33,Below College,1,No
E202754,42,Male,HR,Human Resources,31148,Low,35,0,7,8,4,0,4,2,2,1,No,Single,5,Doctor,1,Yes
E202755,46,Female,IT,Manager,47494,High,4,9,2,2,9,0,1,2,4,3,No,Married,57,College,0,No
E202756,53,Male,Finance,Developer,126471,High,19,11,2,5,4,1,4,4,3,2,Yes,Married,3,Master,1,Yes
E202757,57,Male,R&D,Finance Analyst,95093,Low,19,16,9,2,6,1,1,4,4,1,No,Single,11,Bachelor,0,No
E202758,33,Male,HR,Manager,71952,High,4,13,12,1,6,1,2,4,4,2,No,Single,45,Doctor,2,Yes
E202759,55,Female,Finance,Team Lead,130032,Low,9,4,7,2,1,1,1,3,4,2,No,Single,32,College,0,No
E202760,27,Female,Sales,Data Analyst,56719,High,15,18,11,1,3,1,1,1,2,4,No,Single,22,College,1,Yes
E202761,54,Female,IT,Data Analyst,132981,High,24,4,12,1,0,0,4,3,3,1,No,Single,11,Below College,2,Yes
E202762,38,Female,Marketing,Finance Analyst,68737,Low,24,14,13,9,4,0,1,4,2,3,Yes,Married,58,Bachelor,1,Yes
E202763,49,Male,Sales,Human Resources,79453,Low,29,12,12,6,4,1,4,3,2,1,No,Married,38,College,0,No
E202764,33,Female,HR,Research Scientist,127271,Low,13,16,6,9,3,1,1,4,3,4,Yes,Single,59,Bachelor,2,No
E202765,39,Male,HR,Team Lead,59536,Low,21,0,9,2,9,0,2,1,1,3,No,Single,22,Master,0,Yes
E202766,44,Female,Sales,Finance Analyst,70604,Medium,27,13,4,7,6,0,4,3,2,1,Yes,Divorced,4,Doctor,2,Yes
E202767,59,Female,HR,Data Analyst,70833,Medium,29,3,3,1,5,0,4,1,4,4,Yes,Married,39,College,1,No
E202768,43,Female,Finance,Developer,34039,Low,18,8,5,6,9,1,2,1,2,3,No,Married,3,Master,0,No
E202769,33,Male,HR,Human Resources,87839,Medium,37,16,8,2,2,0,4,4,1,3,No,Single,54,Below College,2,Yes
E202770,45,Male,IT,Data Analyst,67931,Low,19,2,5,8,1,1,1,3,4,2,No,Married,10,Bachelor,2,No
E202771,57,Male,Finance,Research Scientist,59925,Low,34,12,7,6,3,1,3,3,2,2,Yes,Married,37,Master,2,Yes
E202772,42,Male,R&D,Finance Analyst,71003,High,21,11,0,8,8,0,4,1,3,4,Yes,Married,19,Bachelor,0,No
E202773,41,Male,HR,Sales Executive,103817,Low,14,15,11,1,9,1,3,4,4,3,No,Divorced,18,Bachelor,1,No
E202774,38,Female,HR,Research Scientist,68897,Low,10,3,13,5,4,0,1,1,1,1,Yes,Married,28,College,1,Yes
E202775,22,Male,IT,Sales Executive,107745,Low,33,17,5,4,0,1,2,1,2,3,No,Single,31,Bachelor,2,No
E202776,38,Male,IT,Human Resources,146298,Low,23,2,13,1,2,0,4,1,3,4,Yes,Married,17,Master,1,No
E202777,28,Male,Marketing,Finance Analyst,113709,High,5,16,13,3,8,0,3,1,4,1,No,Married,24,Below College,0,No
E202778,47,Male,Sales,Manager,62287,Low,16,0,1,3,6,0,2,3,4,3,Yes,Divorced,1,College,1,Yes
E202779,39,Female,Sales,Team Lead,110726,High,27,18,2,7,2,0,2,2,3,1,No,Married,5,Doctor,1,Yes
E202780,26,Male,Sales,Manager,53012,Low,30,3,5,6,0,1,4,3,1,2,Yes,Divorced,32,Below College,0,No
E202781,33,Female,IT,Manager,127252,High,35,16,1,4,3,0,3,4,4,1,Yes,Divorced,53,Master,0,Yes
E202782,28,Female,Sales,Data Analyst,61783,Medium,8,6,3,8,8,0,4,2,1,2,No,Divorced,17,College,1,No
E202783,38,Female,Sales,Developer,129323,High,9,1,5,0,6,0,1,1,1,1,Yes,Married,57,Bachelor,1,Yes
E202784,33,Male,R&D,Developer,105727,High,20,11,4,3,4,0,2,3,3,2,Yes,Single,21,Below College,1,Yes
E202785,57,Female,Sales,Team Lead,88315,Low,33,4,5,4,5,1,3,2,4,4,No,Single,41,College,2,No
E202786,55,Male,HR,Laboratory Technician,103766,High,30,15,14,7,0,0,4,1,2,1,No,Married,43,Doctor,0,No
E202787,59,Male,Marketing,Data Analyst,66491,High,28,7,5,2,6,1,2,3,3,3,No,Divorced,22,Doctor,2,No
